from,to,distance
0.0,186.0,1.258635699748993
0.0,187.0,0.9417981803417206
0.0,188.0,0.980987586081028
0.0,189.0,0.8811562359333038
0.0,190.0,0.26049935072660446
0.0,191.0,0.8752361387014389
0.0,192.0,1.044050619006157
0.0,193.0,0.9881805777549744
0.0,194.0,0.7284803837537766
0.0,195.0,0.8346409872174263
0.0,196.0,1.043232649564743
0.0,197.0,0.9808887913823128
0.0,198.0,0.645084336400032
0.0,199.0,0.11980409175157547
0.0,200.0,1.4479776248335838
0.0,201.0,0.9512904733419418
0.0,202.0,0.7382466346025467
0.0,203.0,0.8042895123362541
0.0,204.0,0.9958771243691444
0.0,205.0,0.8053278550505638
0.0,206.0,1.0034354478120804
1.0,0.0,0.9571314454078674
1.0,2.0,0.39095538854599
1.0,3.0,1.5968674719333649
1.0,4.0,1.466097116470337
1.0,5.0,1.301739364862442
1.0,6.0,1.2958023846149445
1.0,7.0,0.39045706391334534
1.0,8.0,3.276946946978569
1.0,9.0,1.9388115406036377
1.0,10.0,1.5818578526377678
1.0,11.0,0.6623924896121025
1.0,12.0,1.5547714158892632
1.0,13.0,0.9777106791734695
1.0,14.0,2.1269907355308533
1.0,15.0,1.5040855407714844
1.0,16.0,1.4060798659920692
1.0,17.0,1.528728887438774
1.0,18.0,1.3622888326644897
1.0,19.0,1.543613575398922
1.0,20.0,1.7264198884367943
1.0,21.0,1.5930612161755562
1.0,22.0,1.9419015273451805
1.0,23.0,1.5590134486556053
1.0,24.0,0.9347447454929352
1.0,25.0,0.7488202378153801
1.0,27.0,0.49321872740983963
1.0,28.0,0.442954383790493
1.0,29.0,2.1285015121102333
1.0,30.0,1.0654633939266205
1.0,31.0,1.6975050419569016
1.0,32.0,1.5366226434707642
1.0,33.0,1.4769958704710007
1.0,34.0,2.152503825724125
1.0,35.0,1.2981139719486237
1.0,36.0,1.181539610028267
1.0,37.0,1.0416594743728638
1.0,38.0,1.718378260731697
1.0,39.0,1.6301876455545425
1.0,40.0,1.6756503582000732
1.0,41.0,1.8685026839375496
1.0,42.0,1.0945319086313248
1.0,43.0,1.8546525612473488
1.0,45.0,0.3923191651701927
1.0,46.0,0.8612025603652
1.0,47.0,1.873863734304905
1.0,48.0,1.0850609987974167
1.0,49.0,0.5884411484003067
1.0,50.0,0.9714800417423248
1.0,51.0,1.4135960042476654
1.0,52.0,1.5331038907170296
1.0,53.0,0.8633150979876518
1.0,54.0,0.9996728301048279
1.0,55.0,1.2895862385630608
1.0,56.0,0.8538865000009537
1.0,57.0,1.708055891096592
1.0,58.0,0.8638587892055511
1.0,59.0,2.4308940023183823
1.0,60.0,1.7285886630415916
1.0,61.0,1.3784676864743233
1.0,62.0,0.5531336963176727
1.0,63.0,1.7352531477808952
1.0,64.0,1.5256275311112404
1.0,65.0,1.5578490272164345
1.0,66.0,1.4011934995651245
1.0,67.0,1.3056935891509056
1.0,68.0,1.395346038043499
1.0,69.0,1.340406708419323
1.0,70.0,1.9767737314105034
1.0,71.0,1.3940164968371391
1.0,72.0,1.2335170283913612
1.0,73.0,1.6297032311558723
1.0,74.0,1.9094004556536674
1.0,75.0,1.6286262646317482
1.0,76.0,2.1422977820038795
1.0,77.0,2.072596497833729
1.0,78.0,0.20909732580184937
1.0,79.0,0.5501982122659683
1.0,80.0,1.4129094555974007
1.0,81.0,2.014296881854534
1.0,82.0,1.8345726057887077
1.0,83.0,1.541383534669876
1.0,84.0,2.1751707568764687
1.0,85.0,0.5364378467202187
1.0,86.0,1.9254229068756104
1.0,87.0,2.2420083209872246
1.0,88.0,2.2432200014591217
1.0,89.0,2.01563211530447
1.0,90.0,2.265693336725235
1.0,91.0,1.3084644973278046
1.0,92.0,0.43798402696847916
1.0,93.0,1.3677152544260025
1.0,94.0,1.8027169331908226
1.0,95.0,0.8432287722826004
1.0,96.0,1.495430015027523
1.0,97.0,1.5415173098444939
1.0,98.0,1.783218577504158
1.0,99.0,1.5160044878721237
1.0,100.0,2.135513722896576
1.0,101.0,1.1125583797693253
1.0,102.0,1.496886931359768
1.0,103.0,1.4293912425637245
1.0,104.0,2.0606818795204163
1.0,105.0,1.7747743129730225
1.0,106.0,1.0116849169135094
1.0,107.0,0.16216348111629486
1.0,108.0,0.6689073517918587
1.0,109.0,0.761094480752945
1.0,110.0,0.400378480553627
1.0,111.0,1.124163493514061
1.0,112.0,0.9436510354280472
1.0,113.0,1.4445731416344643
1.0,114.0,0.8207021206617355
1.0,115.0,1.3195438086986542
1.0,116.0,1.0779349952936172
1.0,117.0,1.2884366437792778
1.0,118.0,1.2140366360545158
1.0,119.0,1.8504805192351341
1.0,120.0,0.9460665807127953
1.0,121.0,1.1807354763150215
1.0,122.0,1.748724453151226
1.0,123.0,0.6902695596218109
1.0,124.0,1.5535905957221985
1.0,125.0,0.5152779743075371
1.0,126.0,1.4199158996343613
1.0,127.0,1.7575182244181633
1.0,128.0,1.5695734694600105
1.0,129.0,0.5321858823299408
1.0,130.0,2.1301805675029755
1.0,131.0,1.7293109223246574
1.0,132.0,0.5771328583359718
1.0,133.0,0.9922030568122864
1.0,134.0,1.5304042622447014
1.0,135.0,0.38376349210739136
1.0,136.0,1.3053676933050156
1.0,137.0,1.6983921006321907
1.0,138.0,1.3897967487573624
1.0,139.0,0.6944381520152092
1.0,140.0,1.0696437284350395
1.0,141.0,1.5289365276694298
1.0,142.0,0.6931136548519135
1.0,143.0,0.8929038643836975
1.0,144.0,1.423377089202404
1.0,145.0,1.154659777879715
1.0,146.0,1.8772846683859825
1.0,147.0,0.35796815156936646
1.0,148.0,1.9966572001576424
1.0,149.0,2.0377084463834763
1.0,150.0,2.761165238916874
1.0,151.0,2.336779408156872
1.0,153.0,0.519026130437851
1.0,154.0,1.6423373073339462
1.0,155.0,1.57609011977911
1.0,156.0,1.3978928327560425
1.0,157.0,1.741593912243843
1.0,158.0,1.8128462508320808
1.0,159.0,1.5858695060014725
1.0,160.0,1.651929073035717
1.0,161.0,1.7311633676290512
1.0,162.0,1.6369424760341644
1.0,163.0,1.5123240947723389
1.0,164.0,1.823508359491825
1.0,165.0,1.4975250214338303
1.0,166.0,1.4859204441308975
1.0,167.0,0.627296045422554
1.0,168.0,0.7657144516706467
1.0,169.0,0.5258180052042007
1.0,170.0,1.414857640862465
1.0,171.0,0.28012826293706894
1.0,172.0,2.031897209584713
1.0,173.0,0.8209882378578186
1.0,174.0,1.5468858480453491
1.0,175.0,1.7189056649804115
1.0,176.0,1.5694719702005386
1.0,177.0,0.41403304040431976
1.0,179.0,0.7532201632857323
1.0,180.0,2.5811386927962303
1.0,181.0,2.1731116101145744
1.0,182.0,2.273528091609478
1.0,183.0,0.15487238764762878
1.0,184.0,0.3343522697687149
1.0,185.0,3.229413852095604
1.0,186.0,2.2157671451568604
1.0,187.0,1.5822252854704857
1.0,188.0,1.4108935371041298
1.0,189.0,0.9698923602700233
1.0,190.0,1.217630796134472
1.0,191.0,1.5268829315900803
1.0,192.0,1.4792692512273788
1.0,193.0,1.677948847413063
1.0,194.0,1.146358922123909
1.0,195.0,1.475870504975319
1.0,196.0,1.4935749173164368
1.0,197.0,1.9380202367901802
1.0,198.0,1.5285432040691376
1.0,199.0,1.076935537159443
1.0,200.0,1.5367137491703033
1.0,201.0,0.6992820128798485
1.0,202.0,0.8199799433350563
1.0,203.0,0.7185410261154175
1.0,204.0,1.9530085697770119
1.0,205.0,1.7624593004584312
1.0,206.0,1.6934289038181305
2.0,0.0,0.870391458272934
2.0,1.0,0.5868808329105377
2.0,3.0,1.5931562259793282
2.0,4.0,1.4380125775933266
2.0,5.0,1.2980281189084053
2.0,6.0,1.2920911386609077
2.0,7.0,0.5748441517353058
2.0,8.0,2.939136117696762
2.0,9.0,1.6010007113218307
2.0,10.0,1.2440470233559608
2.0,11.0,0.41373640298843384
2.0,12.0,1.411336973309517
2.0,13.0,0.6094555258750916
2.0,14.0,1.7891799062490463
2.0,15.0,1.5003742948174477
2.0,16.0,1.4023686200380325
2.0,17.0,1.5250176414847374
2.0,18.0,1.113632746040821
2.0,19.0,1.205802746117115
2.0,20.0,1.3886090591549873
2.0,21.0,1.3444051295518875
2.0,22.0,1.6040906980633736
2.0,23.0,1.5553022027015686
2.0,24.0,0.903888002038002
2.0,25.0,0.7451089918613434
2.0,27.0,0.40745556354522705
2.0,28.0,0.17432716488838196
2.0,29.0,2.1247902661561966
2.0,30.0,1.0617521479725838
2.0,31.0,1.3596942126750946
2.0,32.0,1.1988118141889572
2.0,33.0,1.473284624516964
2.0,34.0,1.814692996442318
2.0,35.0,1.049457885324955
2.0,36.0,0.84372878074646
2.0,37.0,0.9931074678897858
2.0,38.0,1.7146670147776604
2.0,39.0,1.3660493940114975
2.0,40.0,1.3378395289182663
2.0,41.0,1.5306918546557426
2.0,42.0,0.977422684431076
2.0,43.0,1.5168417319655418
2.0,45.0,0.630402646958828
2.0,46.0,0.6125464737415314
2.0,47.0,1.536052905023098
2.0,48.0,1.08134975284338
2.0,49.0,0.4410549998283386
2.0,50.0,0.7228239551186562
2.0,51.0,1.0453408509492874
2.0,52.0,1.1957579851150513
2.0,53.0,0.5946878790855408
2.0,54.0,0.934967577457428
2.0,55.0,1.040930151939392
2.0,56.0,0.850175254046917
2.0,57.0,1.379898652434349
2.0,58.0,0.8349448293447495
2.0,59.0,2.0930831730365753
2.0,60.0,1.3912427574396133
2.0,61.0,1.041121780872345
2.0,62.0,0.791217178106308
2.0,63.0,1.397907242178917
2.0,64.0,1.5219162851572037
2.0,65.0,1.5541377812623978
2.0,66.0,1.1525374129414558
2.0,67.0,0.9683476835489273
2.0,68.0,1.057535208761692
2.0,69.0,1.0030608028173447
2.0,70.0,1.6389629021286964
2.0,71.0,1.0562056675553322
2.0,72.0,0.8961711227893829
2.0,73.0,1.2918924018740654
2.0,74.0,1.5715896263718605
2.0,75.0,1.2908154353499413
2.0,76.0,1.8044869527220726
2.0,77.0,1.7347856685519218
2.0,78.0,0.43374301493167877
2.0,79.0,0.28157099336385727
2.0,80.0,1.409198209643364
2.0,81.0,1.6764860525727272
2.0,82.0,1.4967617765069008
2.0,83.0,1.2035727053880692
2.0,84.0,1.8373599275946617
2.0,85.0,0.5565043985843658
2.0,86.0,1.5876120775938034
2.0,87.0,1.9041974917054176
2.0,88.0,1.9054091721773148
2.0,89.0,1.6778212860226631
2.0,90.0,1.927882507443428
2.0,91.0,1.3047532513737679
2.0,92.0,0.6625118181109428
2.0,93.0,1.3640040084719658
2.0,94.0,1.4649061039090157
2.0,95.0,0.8569048196077347
2.0,96.0,1.157619185745716
2.0,97.0,1.4737853556871414
2.0,98.0,1.488964632153511
2.0,99.0,1.1781936585903168
2.0,100.0,1.797702893614769
2.0,101.0,1.1088471338152885
2.0,102.0,1.159076102077961
2.0,103.0,1.0915804132819176
2.0,104.0,1.7228710502386093
2.0,105.0,1.5261182263493538
2.0,106.0,0.7630288302898407
2.0,107.0,0.4002469629049301
2.0,108.0,0.4002801328897476
2.0,109.0,0.39283932745456696
2.0,110.0,0.6384619623422623
2.0,111.0,0.755908340215683
2.0,112.0,0.5753958821296692
2.0,113.0,1.1067623123526573
2.0,114.0,0.7721501141786575
2.0,115.0,1.0915082544088364
2.0,116.0,1.0322910100221634
2.0,117.0,0.9506258144974709
2.0,118.0,0.8766907304525375
2.0,119.0,1.5126696899533272
2.0,120.0,0.9423553347587585
2.0,121.0,0.9320793896913528
2.0,122.0,1.410913623869419
2.0,123.0,0.2993141710758209
2.0,124.0,1.5498793497681618
2.0,125.0,0.5115667283535004
2.0,126.0,1.1712598130106926
2.0,127.0,1.5734044089913368
2.0,128.0,1.3031161352992058
2.0,129.0,0.1639307290315628
2.0,130.0,1.7923697382211685
2.0,131.0,1.3915000930428505
2.0,132.0,0.3085056394338608
2.0,133.0,0.9884918108582497
2.0,134.0,1.5266930162906647
2.0,135.0,0.6084091812372208
2.0,136.0,1.3016564473509789
2.0,137.0,1.3610461950302124
2.0,138.0,1.3860855028033257
2.0,139.0,0.5470520034432411
2.0,140.0,0.7318328991532326
2.0,141.0,1.1915906220674515
2.0,142.0,0.9311971366405487
2.0,143.0,1.1309873461723328
2.0,144.0,1.4196658432483673
2.0,145.0,1.0877875685691833
2.0,146.0,1.5399387627840042
2.0,147.0,0.5826138406991959
2.0,148.0,1.659311294555664
2.0,149.0,1.6998976171016693
2.0,150.0,2.423354409635067
2.0,151.0,1.9989685788750648
2.0,153.0,0.5185107886791229
2.0,154.0,1.3045264780521393
2.0,155.0,1.5056424662470818
2.0,156.0,1.0600820034742355
2.0,157.0,1.4487535431981087
2.0,158.0,1.475035421550274
2.0,159.0,1.4356164783239365
2.0,160.0,1.31411824375391
2.0,161.0,1.5809103399515152
2.0,162.0,1.4601860046386719
2.0,163.0,1.3422870635986328
2.0,164.0,1.4856975302100182
2.0,165.0,1.4938137754797935
2.0,166.0,1.4822091981768608
2.0,167.0,0.7030006349086761
2.0,168.0,0.5393864512443542
2.0,169.0,0.7025598436594009
2.0,170.0,1.4111463949084282
2.0,171.0,0.5182117447257042
2.0,172.0,1.694086380302906
2.0,173.0,0.5523610189557076
2.0,174.0,1.5431746020913124
2.0,175.0,1.3810948356986046
2.0,176.0,1.2316611409187317
2.0,177.0,0.46603209525346756
2.0,179.0,0.4845929443836212
2.0,180.0,2.2433278635144234
2.0,181.0,1.8353007808327675
2.0,182.0,1.935717262327671
2.0,183.0,0.5180120915174484
2.0,184.0,0.6974919736385345
2.0,185.0,2.891603022813797
2.0,186.0,1.8779563158750534
2.0,187.0,1.561118796467781
2.0,188.0,1.407182291150093
2.0,189.0,0.7212362736463547
2.0,190.0,0.8802848905324936
2.0,191.0,1.4945567548274994
2.0,192.0,1.4755580052733421
2.0,193.0,1.6075011938810349
2.0,194.0,0.778103768825531
2.0,195.0,1.4539616033434868
2.0,196.0,1.4898636713624
2.0,197.0,1.6002094075083733
2.0,198.0,1.2644049525260925
2.0,199.0,0.7395896315574646
2.0,200.0,1.2880576625466347
2.0,201.0,0.4306547939777374
2.0,202.0,0.5513527244329453
2.0,203.0,0.5871205255389214
2.0,204.0,1.615197740495205
2.0,205.0,1.4246484711766243
2.0,206.0,1.6227560639381409
3.0,0.0,1.1198511645197868
3.0,1.0,0.7985751256346703
3.0,2.0,0.7341364324092865
3.0,4.0,0.5693322643637657
3.0,5.0,0.4752955436706543
3.0,6.0,0.5051054954528809
3.0,7.0,0.7338662892580032
3.0,8.0,2.7001770362257957
3.0,9.0,1.3620416298508644
3.0,10.0,1.244781732559204
3.0,11.0,1.0818550735712051
3.0,12.0,0.11933212727308273
3.0,13.0,1.2241933345794678
3.0,14.0,1.7020948752760887
3.0,15.0,0.31296274065971375
3.0,16.0,0.46106262505054474
3.0,17.0,0.5272832736372948
3.0,18.0,1.7817514166235924
3.0,19.0,0.6111212968826294
3.0,20.0,0.7807050868868828
3.0,21.0,2.012523800134659
3.0,22.0,0.9906012490391731
3.0,23.0,0.6139962077140808
3.0,24.0,1.2663910165429115
3.0,25.0,1.218231476843357
3.0,27.0,1.0755742341279984
3.0,28.0,0.8424458354711533
3.0,29.0,1.1756134927272797
3.0,30.0,0.7529923915863037
3.0,31.0,1.272272527217865
3.0,32.0,0.8209760710597038
3.0,33.0,0.2701400816440582
3.0,34.0,1.7504672408103943
3.0,35.0,1.7175765559077263
3.0,36.0,1.2351190820336342
3.0,37.0,1.5110707134008408
3.0,38.0,0.5503441691398621
3.0,39.0,0.5842946767807007
3.0,40.0,1.2504178434610367
3.0,41.0,1.443606823682785
3.0,42.0,1.2572516277432442
3.0,43.0,1.4320437014102936
3.0,45.0,0.8952693939208984
3.0,46.0,1.2806651443243027
3.0,47.0,1.4902940541505814
3.0,48.0,0.7679354548454285
3.0,49.0,0.6377100497484207
3.0,50.0,1.3909426257014275
3.0,51.0,1.6600786596536636
3.0,52.0,0.9652974754571915
3.0,53.0,1.262806549668312
3.0,54.0,1.4690840691328049
3.0,55.0,1.7090488225221634
3.0,56.0,1.0970871672034264
3.0,57.0,0.5476077944040298
3.0,58.0,1.3332700282335281
3.0,59.0,1.854124091565609
3.0,60.0,1.1061463803052902
3.0,61.0,1.432222031056881
3.0,62.0,1.0225449353456497
3.0,63.0,1.1128108650445938
3.0,64.0,0.5727395117282867
3.0,65.0,0.61283178627491
3.0,66.0,1.8206560835242271
3.0,67.0,1.0068648234009743
3.0,68.0,0.7756327390670776
3.0,69.0,0.7726002931594849
3.0,70.0,1.6043276935815811
3.0,71.0,0.745596632361412
3.0,72.0,1.0704736188054085
3.0,73.0,1.2461335510015488
3.0,74.0,0.963685654103756
3.0,75.0,1.2450565844774246
3.0,76.0,1.73286272585392
3.0,77.0,1.6589814722537994
3.0,78.0,1.0021363496780396
3.0,79.0,0.9332831799983978
3.0,80.0,0.45091956853866577
3.0,81.0,1.5894010215997696
3.0,82.0,1.2578026950359344
3.0,83.0,1.1161510199308395
3.0,84.0,1.750274896621704
3.0,85.0,0.9030005112290382
3.0,86.0,1.5093900859355927
3.0,87.0,1.858438640832901
3.0,88.0,1.6664500907063484
3.0,89.0,1.5907362550497055
3.0,90.0,1.8404608219861984
3.0,91.0,0.4619767367839813
3.0,92.0,0.8957760035991669
3.0,93.0,0.6129769831895828
3.0,94.0,0.5635079219937325
3.0,95.0,1.2590030655264854
3.0,96.0,0.6830960661172867
3.0,97.0,0.38106921315193176
3.0,98.0,0.7373256087303162
3.0,99.0,1.0907719731330872
3.0,100.0,1.7194809019565582
3.0,101.0,0.6785277724266052
3.0,102.0,1.021553136408329
3.0,103.0,0.7137446701526642
3.0,104.0,1.483911968767643
3.0,105.0,2.194236896932125
3.0,106.0,1.431147500872612
3.0,107.0,0.9607386067509651
3.0,108.0,1.068398803472519
3.0,109.0,1.0075771361589432
3.0,110.0,0.869789719581604
3.0,111.0,1.3375205397605896
3.0,112.0,1.1901336908340454
3.0,113.0,1.0610034614801407
3.0,114.0,1.2901133596897125
3.0,115.0,1.224492572247982
3.0,116.0,1.471917413175106
3.0,117.0,1.1645147129893303
3.0,118.0,1.0096750482916832
3.0,119.0,0.9047657176852226
3.0,120.0,1.4154778197407722
3.0,121.0,1.6001980602741241
3.0,122.0,1.3818378001451492
3.0,123.0,0.8677075058221817
3.0,124.0,0.5516487509012222
3.0,125.0,0.9846892133355141
3.0,126.0,1.839378483593464
3.0,127.0,0.39047110080718994
3.0,128.0,0.530747652053833
3.0,129.0,0.778668537735939
3.0,130.0,1.705284707248211
3.0,131.0,1.3067020624876022
3.0,132.0,0.9748739302158356
3.0,133.0,0.6717429459095001
3.0,134.0,0.4213426113128662
3.0,135.0,0.5962409675121307
3.0,136.0,0.5206262767314911
3.0,137.0,1.0759498178958893
3.0,138.0,0.6081470847129822
3.0,139.0,0.7437070533633232
3.0,140.0,1.1232232004404068
3.0,141.0,0.9064942449331284
3.0,142.0,1.1625248938798904
3.0,143.0,1.3478719517588615
3.0,144.0,0.194020614027977
3.0,145.0,1.1263047084212303
3.0,146.0,1.254842385649681
3.0,147.0,0.9099524691700935
3.0,148.0,1.374214917421341
3.0,149.0,1.6124759316444397
3.0,150.0,2.3775955587625504
3.0,151.0,1.765681929886341
3.0,153.0,0.8855887949466705
3.0,154.0,0.49636558443307877
3.0,155.0,0.4286915212869644
3.0,156.0,0.9726603180170059
3.0,157.0,0.49966296553611755
3.0,158.0,1.4292765706777573
3.0,159.0,0.4388047158718109
3.0,160.0,0.4454379305243492
3.0,161.0,0.1614537388086319
3.0,162.0,0.26989535242319107
3.0,163.0,0.33783993124961853
3.0,164.0,1.4399386793375015
3.0,165.0,0.44967083632946014
3.0,166.0,0.3176242485642433
3.0,167.0,1.096707284450531
3.0,168.0,1.1541242599487305
3.0,169.0,0.9952292442321777
3.0,170.0,0.563491940498352
3.0,171.0,1.0787033885717392
3.0,172.0,1.6483275294303894
3.0,173.0,1.2204796895384789
3.0,174.0,0.7921475768089294
3.0,175.0,0.799543596804142
3.0,176.0,1.144239455461502
3.0,177.0,0.7805957049131393
3.0,179.0,1.1527116149663925
3.0,180.0,2.1975690126419067
3.0,181.0,1.7737336158752441
3.0,182.0,1.8714915066957474
3.0,183.0,0.7826045230031013
3.0,184.0,0.9620844051241875
3.0,185.0,2.6526439413428307
3.0,186.0,1.638997234404087
3.0,187.0,0.37082814425230026
3.0,188.0,0.26349493861198425
3.0,189.0,1.389354944229126
3.0,190.0,0.6498243808746338
3.0,191.0,0.45475339889526367
3.0,192.0,0.40967031568288803
3.0,193.0,0.15311206877231598
3.0,194.0,1.3928415775299072
3.0,195.0,0.376224547624588
3.0,196.0,0.32554082572460175
3.0,197.0,1.5285851806402206
3.0,198.0,0.4826502352952957
3.0,199.0,1.1306898817420006
3.0,200.0,1.956176333129406
3.0,201.0,1.0987734645605087
3.0,202.0,1.2194713950157166
3.0,203.0,1.085103690624237
3.0,204.0,1.5509719848632812
3.0,205.0,0.6717794239521027
3.0,206.0,0.43246541172266006
4.0,0.0,0.979306660592556
4.0,1.0,0.46624431014060974
4.0,2.0,0.5579792484641075
4.0,3.0,0.390679307281971
4.0,5.0,0.23098651319742203
4.0,6.0,0.13519680500030518
4.0,7.0,0.5577091053128242
4.0,8.0,2.508345067501068
4.0,9.0,1.1702096611261368
4.0,10.0,1.0529497638344765
4.0,11.0,0.9056978896260262
4.0,12.0,0.39411284774541855
4.0,13.0,0.9669457599520683
4.0,14.0,1.510262906551361
4.0,15.0,0.2978973761200905
4.0,16.0,0.12086103111505508
4.0,17.0,0.33143937587738037
4.0,18.0,1.6055942326784134
4.0,19.0,0.512272335588932
4.0,20.0,0.6198261007666588
4.0,21.0,1.8363666161894798
4.0,22.0,0.8343517854809761
4.0,23.0,0.27379461377859116
4.0,24.0,1.126726359128952
